EDITION,NAME,TOKEN,ATTRIBUTE:MODEL,ATTRIBUTE:RANK,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:ACCURACY,ATTRIBUTE:RAM,ATTRIBUTE:BACKGROUND,ATTRIBUTE:WEAPON,ATTRIBUTE:BODY,ATTRIBUTE:EXPRESSION,ATTRIBUTE:ARMOR,ATTRIBUTE:MASK,ATTRIBUTE:EYEWEAR,ATTRIBUTE:HEAD,ATTRIBUTE:NECKLACE,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
1236,ValidatorV2 #1236,XVTWO-fcc831-04D4,Omega,NONE,89,94,99,91,95,96,Orange,Hoverboard,Gnogen Orange,Normal,Engineer,NONE,Poet Glasses,Headband,NONE,626.2421053,2313,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1236.png,
1237,ValidatorV2 #1237,XVTWO-fcc831-04D5,Omega,NONE,83,92,86,98,92,97,Orange,Sword,Gnogen Alternate,Angry,Bougie Hoodie,Exo,Nightvision,NONE,Gem,629.0336963,1968,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1237.png,
1238,ValidatorV2 #1238,XVTWO-fcc831-04D6,Omega,NONE,89,98,85,94,87,100,Taupe,Drone,Gnogen Alternate,Angry,Bougie Hoodie,NONE,NONE,NONE,NONE,609.9607084,4883,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1238.png,
1239,ValidatorV2 #1239,XVTWO-fcc831-04D7,Omega,NONE,62,89,89,98,100,87,Gray,Axe,Gnogen Orange,Normal,Red Riding Hood,NONE,Nightvision,NONE,NONE,589.9055846,7833,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1239.png,
1240,ValidatorV2 #1240,XVTWO-fcc831-04D8,Omega,NONE,89,86,88,92,95,89,Cream,Axe,Gnogen Orange,Dead,Flannel,NONE,NONE,NONE,LB,606.0077258,5494,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1240.png,
1241,ValidatorV2 #1241,XVTWO-fcc831-04D9,Omega,1,93,98,100,99,88,95,Taupe,Hoverboard,Gnogen Alternate,Dead,Blouse,NONE,NONE,Sailor,NONE,636.5648648,1158,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1241.png,
1242,ValidatorV2 #1242,XVTWO-fcc831-04DA,Omega,NONE,84,94,91,96,98,99,Taupe,Laser Gun,Gnogen Alternate,Dead,Bougie Hoodie,NONE,NONE,NONE,NONE,614.966801,4084,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1242.png,
1243,ValidatorV2 #1243,XVTWO-fcc831-04DB,Omega,NONE,85,89,97,99,85,87,Crimson,Dual Blade,Gnogen Orange,Dead,Bougie Hoodie,NONE,NONE,NONE,NONE,596.1752643,6989,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1243.png,
1244,ValidatorV2 #1244,XVTWO-fcc831-04DC,Omega,NONE,63,92,91,88,93,87,Cream,Standard Issue,Gnogen Alternate,Normal,Red Riding Hood,NONE,NONE,NONE,NONE,571.2160373,9514,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1244.png,
1245,ValidatorV2 #1245,XVTWO-fcc831-04DD,Omega,NONE,69,97,89,94,91,85,Crimson,Katana,Gnogen Alternate,Normal,Alternate T Shirt,NONE,Scanner,NONE,NONE,581.1936789,8789,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1245.png,
1246,ValidatorV2 #1246,XVTWO-fcc831-04DE,Omega,NONE,100,89,87,91,85,89,Taupe,Robo Arms,Gnogen Orange,Angry,Puffer Jacket,NONE,NONE,NONE,NONE,603.8134423,5863,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1246.png,
1247,ValidatorV2 #1247,XVTWO-fcc831-04DF,Omega,NONE,99,98,92,96,88,94,Crimson,NONE,Gnogen Alternate,Dead,T Shirt,NONE,Poet Glasses,NONE,Gem,638.2480727,1023,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1247.png,
1248,ValidatorV2 #1248,XVTWO-fcc831-04E0,Omega,NONE,100,95,96,88,97,87,Crimson,Fairy Wings,Gnogen Orange,Angry,War Suit,NONE,NONE,Headband,V Pendant,642.1953729,764,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1248.png,
1249,ValidatorV2 #1249,XVTWO-fcc831-04E1,Omega,NONE,79,90,87,96,100,99,Crimson,Katana,Gnogen Alternate,Normal,Shield,NONE,NONE,Alternate Beanie,NONE,606.4093776,5434,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1249.png,
1250,ValidatorV2 #1250,XVTWO-fcc831-04E2,Omega,NONE,100,99,86,85,91,97,Cream,Katana,Gnogen Orange,Disappointed,Spiked Jacket,NONE,Poet Glasses,Samurai,NONE,629.2189573,1939,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1250.png,
1251,ValidatorV2 #1251,XVTWO-fcc831-04E3,Omega,NONE,84,87,85,85,85,95,Crimson,Laser Gun,Gnogen Alternate,Angry,Blouse,NONE,NONE,Halo,NONE,577.8055742,9043,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1251.png,
1252,ValidatorV2 #1252,XVTWO-fcc831-04E4,Omega,NONE,74,90,89,88,99,97,Cream,AK47,Gnogen Alternate,Dead,Puffer Jacket,NONE,NONE,Beanie,NONE,587.8392046,8084,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1252.png,
1253,ValidatorV2 #1253,XVTWO-fcc831-04E5,Omega,NONE,67,99,99,99,92,91,Taupe,NONE,Gnogen Alternate,Normal,Bougie Hoodie,NONE,NONE,Sailor,NONE,593.4091566,7385,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1253.png,
1254,ValidatorV2 #1254,XVTWO-fcc831-04E6,Omega,NONE,70,99,91,86,100,100,Orange,Laser Gun,Gnogen Alternate,Normal,Assassin,NONE,NONE,Samurai,NONE,597.7995875,6734,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1254.png,
1255,ValidatorV2 #1255,XVTWO-fcc831-04E7,Omega,NONE,99,90,87,100,86,95,Gray,Katana,Gnogen Alternate,Normal,Street Hoodie,NONE,NONE,Headband,V Pendant,626.8194302,2242,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1255.png,
1256,ValidatorV2 #1256,XVTWO-fcc831-04E8,Omega,NONE,78,95,92,99,91,85,Cream,Scythe,Gnogen Alternate,Normal,Turtleneck,NONE,NONE,NONE,NONE,596.1034535,7002,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1256.png,
1257,ValidatorV2 #1257,XVTWO-fcc831-04E9,Omega,NONE,91,91,94,99,88,93,Gray,Drone,Gnogen Orange,Normal,Trainee,NONE,NONE,Cap,LB,620.9992506,3098,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1257.png,
1258,ValidatorV2 #1258,XVTWO-fcc831-04EA,Omega,NONE,82,100,90,100,97,89,Cream,Drone,Gnogen Alternate,Normal,Turtleneck,NONE,Golf,NONE,NONE,670.9693254,106,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1258.png,
1259,ValidatorV2 #1259,XVTWO-fcc831-04EB,Omega,NONE,74,86,99,94,91,87,Orange,Hacker,Gnogen Alternate,Angry,T Shirt,NONE,Display,NONE,NONE,592.9755055,7438,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1259.png,
1260,ValidatorV2 #1260,XVTWO-fcc831-04EC,Omega,NONE,88,93,99,90,98,93,Orange,AK47,Gnogen Alternate,Angry,Turtleneck,NONE,NONE,NONE,NONE,619.9950369,3247,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1260.png,
1261,ValidatorV2 #1261,XVTWO-fcc831-04ED,Omega,NONE,95,89,85,94,95,92,Crimson,Rocket Launcher,Gnogen Alternate,Bored,Puffer,NONE,NONE,NONE,Gem,620.2565049,3206,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1261.png,
1262,ValidatorV2 #1262,XVTWO-fcc831-04EE,Omega,NONE,84,87,96,98,86,93,Crimson,Dual Blade,Gnogen Alternate,Normal,School Girl,NONE,NONE,NONE,NONE,599.548842,6485,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1262.png,
1263,ValidatorV2 #1263,XVTWO-fcc831-04EF,Omega,NONE,96,86,95,99,94,86,Taupe,NONE,Gnogen Alternate,Deadeye,Flannel,Exo,NONE,NONE,LB,643.1430155,704,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1263.png,
1264,ValidatorV2 #1264,XVTWO-fcc831-04F0,Omega,2,97,92,91,90,99,92,Orange,AK47,Gnogen Alternate,Dead,Engineer,NONE,NONE,NONE,NONE,625.6072451,2404,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1264.png,
1265,ValidatorV2 #1265,XVTWO-fcc831-04F1,Omega,NONE,97,90,94,90,97,91,Cream,NONE,Gnogen Alternate,Dead,Cannons,NONE,NONE,Alternate Beanie,NONE,623.4930699,2726,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1265.png,
1266,ValidatorV2 #1266,XVTWO-fcc831-04F2,Omega,NONE,99,91,91,95,96,92,Taupe,Laser Gun,Gnogen Alternate,Smirk,Blouse,NONE,NONE,NONE,NONE,627.6699659,2126,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1266.png,
1267,ValidatorV2 #1267,XVTWO-fcc831-04F3,Omega,NONE,67,87,98,97,90,99,Orange,Laser Gun,Gnogen Alternate,Normal,Farmbot,NONE,NONE,NONE,NONE,585.3240595,8378,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1267.png,
1268,ValidatorV2 #1268,XVTWO-fcc831-04F4,Omega,NONE,96,85,87,92,98,89,Cream,Great Sword,Gnogen Orange,Normal,Engineer,NONE,NONE,Hockey,NONE,610.1347924,4858,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1268.png,
1269,ValidatorV2 #1269,XVTWO-fcc831-04F5,Omega,NONE,82,85,90,99,97,86,Cream,Scythe,Gnogen Alternate,Angry,Spiked Jacket,NONE,NONE,Halo,NONE,598.2613426,6672,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1269.png,
1270,ValidatorV2 #1270,XVTWO-fcc831-04F6,Omega,NONE,89,88,97,96,98,86,Taupe,Rocket Launcher,Gnogen Alternate,Serious,Puffer Jacket,NONE,NONE,Alternate Cap,NONE,619.5014573,3343,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1270.png,
1271,ValidatorV2 #1271,XVTWO-fcc831-04F7,Omega,NONE,92,89,88,88,97,98,Taupe,Scythe,Gnogen Alternate,Normal,School Girl,NONE,Snowboarder,Halo,NONE,623.9147222,2654,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1271.png,
1272,ValidatorV2 #1272,XVTWO-fcc831-04F8,Omega,NONE,77,85,86,90,98,97,Gray,Sword,Gnogen Orange,Normal,Engineer,NONE,Snowboarder,Samurai,NONE,593.2608172,7399,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1272.png,
1273,ValidatorV2 #1273,XVTWO-fcc831-04F9,Omega,NONE,84,95,93,88,93,95,Gray,Standard Issue,Gnogen Orange,Normal,Shield,NONE,NONE,Racer,NONE,604.0222225,5825,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1273.png,
1274,ValidatorV2 #1274,XVTWO-fcc831-04FA,Omega,3,93,91,95,94,98,100,Crimson,Dual Blade,Gnogen Alternate,Serious,Space Suit,NONE,NONE,NONE,NONE,636.4884221,1166,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1274.png,
1275,ValidatorV2 #1275,XVTWO-fcc831-04FB,Omega,NONE,98,97,100,86,93,99,Cream,Great Sword,Gnogen Alternate,Angry,Puffer Jacket,NONE,NONE,Beanie,NONE,635.9100917,1224,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1275.png,
1276,ValidatorV2 #1276,XVTWO-fcc831-04FC,Omega,1,90,97,90,93,93,93,Orange,Bow & Arrow,Gnogen Orange,Dead,Trainee,NONE,NONE,NONE,NONE,614.823771,4110,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1276.png,
1277,ValidatorV2 #1277,XVTWO-fcc831-04FD,Omega,NONE,67,86,97,98,92,88,Crimson,Axe,Gnogen Alternate,Normal,Trainee,NONE,Scanner,NONE,Diamond,586.2220336,8276,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1277.png,
1278,ValidatorV2 #1278,XVTWO-fcc831-04FE,Omega,NONE,89,92,93,95,86,88,Cream,NONE,Gnogen Alternate,Angry,Blouse,NONE,NONE,Hockey,NONE,603.2053121,5944,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1278.png,
1279,ValidatorV2 #1279,XVTWO-fcc831-04FF,Omega,NONE,93,98,96,98,89,100,Orange,Hoverboard,Gnogen Alternate,Serious,Space Suit,Flight,Monocle,NONE,NONE,654.9919681,296,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1279.png,
1280,ValidatorV2 #1280,XVTWO-fcc831-0500,Omega,1,93,100,92,92,89,97,Crimson,Drone,Gnogen Alternate,Normal,Alternate T Shirt,NONE,NONE,Alternate Beanie,NONE,631.0204481,1706,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1280.png,
1281,ValidatorV2 #1281,XVTWO-fcc831-0501,Omega,NONE,72,96,92,91,100,94,Crimson,Photon Cannon,Gnogen Alternate,Normal,Puffer Jacket,NONE,NONE,NONE,NONE,595.8052422,7051,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1281.png,
1282,ValidatorV2 #1282,XVTWO-fcc831-0502,Omega,NONE,88,97,89,87,88,90,Crimson,Dual Blade,Gnogen Orange,Dead,T Shirt,NONE,NONE,Cap,NONE,595.1744684,7140,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1282.png,
1283,ValidatorV2 #1283,XVTWO-fcc831-0503,Omega,NONE,89,88,93,96,91,93,Gray,Sword,Gnogen Alternate,Normal,Alternate T Shirt,NONE,NONE,Sailor,V Pendant,616.3660835,3866,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1283.png,
1284,ValidatorV2 #1284,XVTWO-fcc831-0504,Omega,NONE,65,99,90,86,94,100,Cream,Bow & Arrow,Gnogen Orange,Normal,Puffer Jacket,NONE,NONE,Alternate Beanie,NONE,583.6687629,8552,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1284.png,
1285,ValidatorV2 #1285,XVTWO-fcc831-0505,Omega,NONE,73,92,94,87,88,85,Crimson,Katana,Gnogen Orange,Angry,Blouse,NONE,NONE,Beanie,NONE,569.5276981,9597,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1285.png,
1286,ValidatorV2 #1286,XVTWO-fcc831-0506,Omega,NONE,87,100,99,95,86,100,Crimson,Laser Gun,Gnogen Alternate,Deadeye,War Suit,NONE,NONE,NONE,V Pendant,636.2581315,1195,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1286.png,
1287,ValidatorV2 #1287,XVTWO-fcc831-0507,Omega,NONE,95,93,86,100,90,91,Orange,Sword,Gnogen Orange,Angry,Tech Jacket,NONE,NONE,Sailor,NONE,615.5810141,3988,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1287.png,
1288,ValidatorV2 #1288,XVTWO-fcc831-0508,Omega,NONE,72,91,92,100,92,88,Gray,Hacker,Gnogen Alternate,Angry,Spiked Jacket,NONE,Poet Glasses,NONE,NONE,588.5203758,7998,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1288.png,
1289,ValidatorV2 #1289,XVTWO-fcc831-0509,Omega,NONE,93,90,85,87,97,92,Orange,Axe,Gnogen Orange,Normal,Puffer Jacket,Flight,NONE,Headband,NONE,615.7046507,3966,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1289.png,
1290,ValidatorV2 #1290,XVTWO-fcc831-050A,Omega,NONE,91,95,85,95,95,100,Crimson,Great Sword,Gnogen Alternate,Dead,Fancy Dress,NONE,NONE,Beanie,NONE,621.4160268,3044,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1290.png,
1291,ValidatorV2 #1291,XVTWO-fcc831-050B,Omega,NONE,68,88,90,100,96,88,Crimson,Axe,Gnogen Orange,Serious,Shield,NONE,Fashion,Alternate Cap,NONE,593.2161733,7403,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1291.png,
1292,ValidatorV2 #1292,XVTWO-fcc831-050C,Omega,NONE,80,94,97,98,88,86,Gray,Katana,Gnogen Alternate,Normal,Blouse,NONE,NONE,NONE,NONE,595.444318,7100,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1292.png,
1293,ValidatorV2 #1293,XVTWO-fcc831-050D,Omega,NONE,68,100,91,88,87,94,Gray,Scythe,Gnogen Orange,Dead,Farmbot,Exo,Scientist,Samurai,LB,604.7816349,5709,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1293.png,
1294,ValidatorV2 #1294,XVTWO-fcc831-050E,Omega,NONE,76,96,99,87,99,91,Gray,Scythe,Gnogen Orange,Dead,Bougie Hoodie,Flight,NONE,NONE,NONE,610.9318692,4736,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1294.png,
1295,ValidatorV2 #1295,XVTWO-fcc831-050F,Omega,NONE,96,99,85,89,88,98,Cream,Hacker,Gnogen Orange,Smirk,Farmbot,NONE,Snowboarder,NONE,NONE,629.0457604,1965,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1295.png,
1296,ValidatorV2 #1296,XVTWO-fcc831-0510,Omega,NONE,91,97,99,95,86,98,Gray,Axe,Gnogen Alternate,Bored,Farmbot,NONE,Poet Glasses,Flower,V Pendant,642.8922471,724,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1296.png,
1297,ValidatorV2 #1297,XVTWO-fcc831-0511,Omega,NONE,86,95,91,95,95,85,Taupe,Sword,Gnogen Alternate,Dead,School Girl,NONE,NONE,Sailor,NONE,605.6430772,5561,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1297.png,
1298,ValidatorV2 #1298,XVTWO-fcc831-0512,Omega,1,85,100,92,99,93,87,Crimson,Axe,Gnogen Alternate,Angry,Engineer,NONE,NONE,Apocalypse,NONE,618.4131643,3514,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1298.png,
1299,ValidatorV2 #1299,XVTWO-fcc831-0513,Omega,NONE,78,85,87,97,90,95,Orange,Laser Gun,Gnogen Alternate,Angry,Engineer,NONE,NONE,Alternate Beanie,NONE,587.0804678,8176,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1299.png,
1300,ValidatorV2 #1300,XVTWO-fcc831-0514,Omega,1,94,98,93,88,94,97,Taupe,Sword,Gnogen Orange,Dead,Plain Dress,NONE,Monocle,NONE,NONE,639.7100735,928,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1300.png,
1301,ValidatorV2 #1301,XVTWO-fcc831-0515,Omega,4,93,97,100,100,98,100,Taupe,NONE,Gnogen Orange,Deadeye,Flight Suit,NONE,NONE,NONE,NONE,732.7610787,33,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1301.png,
1302,ValidatorV2 #1302,XVTWO-fcc831-0516,Omega,NONE,93,100,85,90,86,88,Orange,Hacker,Gnogen Alternate,Angry,Plain Jacket,NONE,NONE,Halo,NONE,608.4337128,5116,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1302.png,
1303,ValidatorV2 #1303,XVTWO-fcc831-0517,Omega,1,92,94,98,99,89,91,Taupe,Scythe,Gnogen Alternate,Normal,Plain Jacket,NONE,NONE,NONE,NONE,628.0392856,2082,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1303.png,
1304,ValidatorV2 #1304,XVTWO-fcc831-0518,Omega,NONE,71,85,95,90,90,86,Crimson,Sniper Rifle,Gnogen Alternate,Normal,Trainee,NONE,Fashion,Headband,NONE,572.3183003,9450,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1304.png,
1305,ValidatorV2 #1305,XVTWO-fcc831-0519,Omega,NONE,78,91,85,86,98,91,Taupe,Katana,Gnogen Alternate,Dead,Plain Dress,NONE,Snowboarder,Tiara,NONE,603.9783155,5834,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1305.png,
1306,ValidatorV2 #1306,XVTWO-fcc831-051A,Omega,NONE,79,89,98,90,100,95,Orange,Dual Blade,Gnogen Alternate,Normal,Plain Dress,NONE,NONE,Hockey,NONE,610.1135324,4863,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1306.png,
1307,ValidatorV2 #1307,XVTWO-fcc831-051B,Omega,NONE,82,87,95,88,91,95,Crimson,Katana,Gnogen Alternate,Bored,Trainee,NONE,NONE,Cap,V Pendant,597.0871457,6836,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1307.png,
1308,ValidatorV2 #1308,XVTWO-fcc831-051C,Omega,NONE,65,87,94,98,88,94,Orange,Laser Gun,Gnogen Orange,Bored,Puffer,NONE,NONE,NONE,NONE,573.0897978,9419,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1308.png,
1309,ValidatorV2 #1309,XVTWO-fcc831-051D,Omega,NONE,95,96,99,98,90,88,Gray,AK47,Gnogen Orange,Normal,School Girl,NONE,NONE,Headband,NONE,628.6588251,2016,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1309.png,
1310,ValidatorV2 #1310,XVTWO-fcc831-051E,Omega,NONE,88,97,86,92,86,93,Taupe,Robo Arms,Gnogen Alternate,Normal,T Shirt,Far East,NONE,Headband,NONE,610.0796715,4867,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1310.png,
1311,ValidatorV2 #1311,XVTWO-fcc831-051F,Omega,NONE,83,89,85,92,93,91,Taupe,Sword,Gnogen Alternate,Angry,Turtleneck,NONE,NONE,Alternate Beanie,NONE,592.449518,7520,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1311.png,
1312,ValidatorV2 #1312,XVTWO-fcc831-0520,Omega,NONE,95,99,100,97,86,90,Cream,Axe,Gnogen Orange,Angry,Flannel,NONE,NONE,Hockey,NONE,632.1926457,1583,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1312.png,
1313,ValidatorV2 #1313,XVTWO-fcc831-0521,Omega,NONE,79,99,100,86,87,100,Orange,AK47,Gnogen Orange,Normal,Trainee,NONE,NONE,Alternate Beanie,NONE,605.3371151,5623,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/1313.png,
